1253340623379161090,Lee Lemmons,LeeLemmons,This video will open your eyes to how far back they had this planned.       Will You Be Corona Vaxxed? – Trump and… https://t.co/Asc5Hv3RX0,04/23/2020 15:11:05,0,0,http://pbs.twimg.com/profile_images/577653708844072960/YqMp0Nnk_normal.jpeg
1253340622523494401,hldaslan,hldaslan,Sosyal mesafe? Virüs? Salgin? Hacilar ne is? Kimseye artistlik yapmayin sonra. Yarin #cuma namazini camide kilacagi… https://t.co/XSOn4fLIbJ,04/23/2020 15:11:05,0,0,http://pbs.twimg.com/profile_images/1240580378106134528/n8gIh988_normal.jpg
1253340622368342017,??ama ala?  ??? ????,_jr_alam,"RT @ashutosh83B: ???? ??? ?? ????? ?????? ?? ????? ?????????? ?? ??? ???? ??????????? ?? ???? ?? ??? ??? ?????????? ???, ???? ???? ???????…",04/23/2020 15:11:04,6063,0,http://pbs.twimg.com/profile_images/964880094517805056/bGIxT9Iw_normal.jpg
1253340622036955137,Rest is Best,Jaygarseeya,@MichaelGar93 @SportsCenter And found out they both had corona virus from going to the beach earlier. Haha,04/23/2020 15:11:04,0,0,http://pbs.twimg.com/profile_images/1187650672390393856/2GLysHBF_normal.jpg
1253340621529473030,Ahsan Hermees,ahsanhermes,Hivi wadau kilicho tokea huko hospitali ya Amani kuhusiana na ugonjwa wa Corona ni kweli? Maana  haya mambo bana sio ya masihara,04/23/2020 15:11:04,0,0,http://pbs.twimg.com/profile_images/1249644263253708801/c65KfMhd_normal.jpg
1253340620724121600,ivy.,addictwithivy,brother nem tinha pensado na festa junina pqp corona va embora preciso da festa junina do liceu??????????,04/23/2020 15:11:04,0,0,http://pbs.twimg.com/profile_images/1249086943884988416/M0cNTLjy_normal.jpg
1253340620489232389,Petrichor ??,kookykat102,"Tw: Ugh, they're fighting over memes.

G: *trying to keep the good vibes* Memes? That sounds cool.

YT: That's what… https://t.co/fEfyYsIgbu",04/23/2020 15:11:04,0,0,http://pbs.twimg.com/profile_images/1245464833253875712/YdeM21el_normal.jpg
1253340620032143361,Sunil Meel,SunilMe26574983,RT @Krishankumaratr: @rajannareda2 @RaghusharmaINC @RajCMO @ashokgehlot51 @RajGovOfficial #jan2020MOexam_???-???-????-????-???-????????-??-…,04/23/2020 15:11:04,5,0,http://pbs.twimg.com/profile_images/1244849869430255618/Hn6eVj3I_normal.jpg
1253340619402952706,Bernice@CayWiseTV #PR,cay_wiseTV,RT @djvyrusky: THROWBACK TO WHEN I GOT 50000 PEOPLE JAMMING  AT THE STADIUM. ???? CORONA PLEASE GO AWAY ?? cc @GiovaniCaleb on the mic https:/…,04/23/2020 15:11:04,65,0,http://pbs.twimg.com/profile_images/1233483968567222272/4UTAZAWU_normal.jpg
1253340619398733829,Maria Clara Fonseca,caka,"RT @KKzita: @lopes_alexander @lolaescreva em minas, temos oficialmente 47 mortes por corona. nessa matéria de um jornal daqui de BH fala qu…",04/23/2020 15:11:04,5,0,http://pbs.twimg.com/profile_images/1167594877560991744/5c9LGc0V_normal.jpg
1253340619067412480,SAXON1A,S4XON14,"RT @saechsischeDE: Ist #Mundschutz für #Kinder gefährlich? Der dichte Abschluss über Nase und Mund könne zu Atemnot führen, heißt es in ein…",04/23/2020 15:11:04,1,0,http://pbs.twimg.com/profile_images/907145197297029120/-M_FT-Iu_normal.jpg
1253340618631176193,????,dalkomoksorina_,"11:11
-Good health
-Corona Virus Free
-Happiness
-Safety
-Peace
-Unity
-Love
-BinJin ??",04/23/2020 15:11:04,0,0,http://pbs.twimg.com/profile_images/1043900119052111874/yQW6ouFf_normal.jpg
1253340618153005057,Ludo Konings,KoningsLudo,KARREWIET : Pulderbos op TV in deze corona tijden. https://t.co/9InkVMMTOZ,04/23/2020 15:11:03,0,0,http://pbs.twimg.com/profile_images/671426382396841984/-8qT9Yzr_normal.jpg
1253340617637195777,Erna Prins,ErnaPrins,"RT @tje_jo: Blog over de #covid19 zorg in #verzorgingshuizen . Ik ben bang. Wie stelt mij gerust? 

#corona #huisarts #acutezorg 

https://…",04/23/2020 15:11:03,28,0,http://pbs.twimg.com/profile_images/916903902439714817/EsUE8kjy_normal.jpg
1253340617247125504,Jhon ????,Bitten_court_,@DaniloGentili  por favor. Marca esse lixo junto com aquele vídeo dele zombando do Corona. Nojento. https://t.co/PfsoXal52U,04/23/2020 15:11:03,0,0,http://pbs.twimg.com/profile_images/1236653905121030144/uBLLDWN1_normal.jpg
1253340615422513155,Tino Onggowasito,TOnggowasito,"@porkysdoom Dear Friends, our immune system is very important because it helps us fight back diseases and I hope we… https://t.co/n0bdcrclKJ",04/23/2020 15:11:03,0,0,http://pbs.twimg.com/profile_images/1133208544453337088/ifnE8__T_normal.png
1253340615380578304,UTKARSH TEWARI,TEWARIUTKARSH,#PMOfIndia Wow i thought pensioner means people at the age or above 60..and i thought  these are the ones who are m… https://t.co/C5sJzhXHZs,04/23/2020 15:11:03,0,0,http://pbs.twimg.com/profile_images/1158236459020591105/PmQohCdz_normal.jpg
1253340615158362113,Amicus Curia ??,rolandi_teeji,RT @EdmundOris: The most unfortunate set of people would be footballer that come back after this whole corona enforced break and get injure…,04/23/2020 15:11:03,2,0,http://pbs.twimg.com/profile_images/1253138436736909313/FZKkcC-b_normal.jpg
1253340615128936456,mrequator77,delraybeach2012,"RT @RolandN: Corona Journal Day 36: I try to avoid drawing guitars because it's hard but today's neighbours challenge was ""music"". Music is…",04/23/2020 15:11:03,12,0,http://pbs.twimg.com/profile_images/1252762813002584068/vitnjmi9_normal.jpg
1253340614365601792,BELLE??,belle48959044,11:11 corona virus will end,04/23/2020 15:11:03,0,0,http://pbs.twimg.com/profile_images/1250076004422283264/d450oKHC_normal.jpg
1253340612553617409,sumi_wara,sumi_wara,RT @bSM2TC2coIKWrlM: PCR??????????????????????????????????????????????????????????????????????????????????????????????????????????????????!…,04/23/2020 15:11:02,941,0,http://pbs.twimg.com/profile_images/695935657168867328/0UxCXWTv_normal.jpg
1253340612276805641,baitola,gaiathicy,RT @pravcehseujorge: adoro sair de máscara muito bom para nós doidinhos pois posso andar na rua rindo e falando sozinho tal qual fazia ante…,04/23/2020 15:11:02,4,0,http://pbs.twimg.com/profile_images/1250603190632022017/g_YYOVIX_normal.jpg
1253340612251672582,joe lincoln liverpool,joelincoln5,RT @VidaBoasiako: Other private entities can as well contact @vectorpesgh for fumigation and disinfection against not only Corona Virus but…,04/23/2020 15:11:02,4,0,http://pbs.twimg.com/profile_images/1214472653576318976/ej13iCOo_normal.jpg
1253340611446362116,gujrat,Milan33854165,RT @SureshChavhanke: #SadhuKeHatyarokoBiryani ????? ? ????? ?????? ???? ?? ??? #Corona ?? ??? ?? VVIP ????????? ? ????? ?? ???? ????? ?????…,04/23/2020 15:11:02,235,0,http://pbs.twimg.com/profile_images/1249350031909535745/GzUsyncu_normal.jpg
1253340610766893060,RAISSA,rfmbruno,"RT @vibeandobr: as vezes a gente só precisa de um abraço, 2 mil reais e o fim do corona vírus",04/23/2020 15:11:02,889,0,http://pbs.twimg.com/profile_images/1187415698865315840/7jQbLeuO_normal.jpg
